org_id,entity_name,printable_name,status_flag,e_mail,currency,currency_pattern,float_pattern,group_separator,group_size,decimal_char,language,country,time_zone,org_type,created_time,created_by,modified_time,modified_by,sys_flags,path,years_in_business,industry_val_num,annual_rev_vid,emp_count_vid,oca,parent_org_id,master_org_id
ORG_00004KAC,0014475AOSR,Cornerstone Christian Center,I,kmp@carolina.rr.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:39:19,USER_00000001,2003-01-16 18:36:07,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAC,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004KAD,0014476ASK,Oak Grove Missionary Bapt. Ch.,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:39:37,USER_00000001,2002-12-16 17:15:01,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAD,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004KAE,0014477ADC,Tender Care Academy,I,tendercareacadmy@cs.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:39:55,USER_00000001,2002-08-16 18:09:25,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAE,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004KAF,0014478ASK,Gastonia Street Ministry,A,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:40:13,USER_00000001,2002-10-23 21:05:02,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAF,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004KAG,0014479ASH,United Family Services/B. Wome,I,mekia292002@yahoo.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:40:31,USER_00000001,2003-01-16 18:36:08,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAG,0.0,0.0,0.0,0.0,21,ORG_00004J5D,ORG_00004J5D
ORG_00004KAH,0014480AP,"G.O.R.E. CDC, Inc.",I,gorecdc@aol.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:40:49,USER_00000001,2003-01-16 18:36:07,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAH,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004KAI,0014480BSK,G.O.R.E/Soup Kitchen,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:41:08,USER_00000001,2002-10-23 21:04:55,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAI,0.0,0.0,0.0,0.0,12,ORG_00004J5D,ORG_00004J5D
ORG_00004KAJ,0014481ASK,King James Baptist Church,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:41:29,USER_00000001,2002-11-11 10:55:04,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAJ,0.0,0.0,0.0,0.0,18,ORG_00004J5D,ORG_00004J5D
ORG_00004KAK,0014482AP,The Havens,I,havens@clickcom.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:41:47,USER_00000001,2003-01-16 18:36:08,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAK,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004KAL,0014483AP,Greater Deliverance World Out.,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:42:05,USER_00000001,2002-10-23 21:05:08,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAL,0.0,0.0,0.0,0.0,12,ORG_00004J5D,ORG_00004J5D
ORG_00004KAM,00145001FB,SHFB NW North Carolina,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:42:23,USER_00000001,2002-10-23 21:05:01,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAM,0.0,0.0,0.0,0.0,12,ORG_00004J5D,ORG_00004J5D
ORG_00004KAN,00145002FB,Food Bank of North Carolina,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:42:41,USER_00000001,2002-10-23 21:05:05,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAN,0.0,0.0,0.0,0.0,12,ORG_00004J5D,ORG_00004J5D
ORG_00004KAO,00145003FB,Manna Food Bank,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:42:59,USER_00000001,2002-10-23 21:04:58,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAO,0.0,0.0,0.0,0.0,12,ORG_00004J5D,ORG_00004J5D
ORG_00004KAP,00145004FB,Albemarle Food Bank,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:43:17,USER_00000001,2002-08-16 18:09:29,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAP,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004KAQ,00145012FB,Lowcountry Food Bank,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:43:35,USER_00000001,2002-08-16 18:09:30,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAQ,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004KAR,00145014FB,SHFB Chattahoochee Valley,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:43:53,USER_00000001,2002-08-16 18:09:30,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAR,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004KAS,00145017FB,Community Food Bank Piedmont,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:44:11,USER_00000001,2002-08-16 18:09:31,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAS,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004KAT,00145024FB,Golden Harvest Food Bank,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:44:30,USER_00000001,2002-08-16 18:09:31,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAT,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004KAU,00145036FB,Central Virginia Food Bank,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 20:44:48,USER_00000001,2002-08-16 18:09:32,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KAU,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004JJJ,0014152AP,Rowan Helping Ministries,I,rhm@CBIintenet.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:12:43,USER_00000001,2003-02-13 08:30:15,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JJJ,0.0,0.0,0.0,0.0,17,ORG_00004J5D,ORG_00004J5D
ORG_00004JJK,0014P125BDM,India Hook UMC/Christians Feed,I,indiahookumc@comporium.net,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:12:51,USER_00000001,2003-01-16 17:16:14,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHV.ORG_00004JJK,0.0,0.0,0.0,0.0,17,ORG_00004JHV,ORG_00004J5D
ORG_00004JJL,0014152BSK,Rowan Helping Ministries/SK,I,rhm@CBIintenet.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:12:58,USER_00000001,2002-10-26 11:42:07,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JJL,0.0,0.0,0.0,0.0,12,ORG_00004J5D,ORG_00004J5D
ORG_00004JJM,0014P125CDM,India Hook UMC/Ebenezer,I,indahookumc@comporium.net,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:13:06,USER_00000001,2003-01-16 17:20:30,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JI1.ORG_00004JJM,0.0,0.0,0.0,0.0,11,ORG_00004JI1,ORG_00004J5D
ORG_00004JJN,0014152CSH,Rowan Helping Ministries/Shelt,I,rhm@CBIintenet.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:13:13,USER_00000001,2002-10-26 11:42:11,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JJN,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JJO,0014P126AM,Charlotte Tornadoes,I,bgregory@duke-engergy.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:13:21,USER_00000001,2003-02-06 10:00:30,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JI3.ORG_00004JJO,0.0,0.0,0.0,0.0,20,ORG_00004JI3,ORG_00004J5D
ORG_00004JJP,0014153AOSR,Rowan Homes,I,jlaurens@rowanhomes.org,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:13:28,USER_00000001,2002-10-26 11:42:53,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JJP,0.0,0.0,0.0,0.0,12,ORG_00004J5D,ORG_00004J5D
ORG_00004JJQ,0014P126BSN,Charlotte Tornadoes/Greenville,I,bgregory@duke-energy.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:13:40,USER_00000001,2003-01-16 17:50:15,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JI5.ORG_00004JJQ,0.0,0.0,0.0,0.0,20,ORG_00004JI5,ORG_00004J5D
ORG_00004JJR,0014154ASK,Washington Missionary Bapt. Ch,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:13:47,USER_00000001,2002-10-26 11:49:28,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JJR,0.0,0.0,0.0,0.0,21,ORG_00004J5D,ORG_00004J5D
ORG_00004JJS,0014P128AOSR,LFS/Donnelly Home,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:13:55,USER_00000001,2002-08-16 18:06:31,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JI7.ORG_00004JJS,0.0,0.0,0.0,0.0,8,ORG_00004JI7,ORG_00004J5D
ORG_00004JJT,0014155ASR,Coltrane L.I.F.E. Center,I,mluther@coltranelifecenter.org,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:14:02,USER_00000001,2002-11-08 08:29:49,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JJT,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JJU,0014P130AR,Stanly Industrial Service,I,bbuiwe@arcofstanlync.org,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:14:10,USER_00000001,2002-11-08 12:54:40,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JI9.ORG_00004JJU,0.0,0.0,0.0,0.0,14,ORG_00004JI9,ORG_00004J5D
ORG_00004JJV,0014157AP,Chapel of Christ the King/Pant,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:14:17,USER_00000001,2002-12-16 17:14:46,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JJV,0.0,0.0,0.0,0.0,21,ORG_00004J5D,ORG_00004J5D
ORG_00004JK0,0014P133AP,Stanly Comm Christian Min/Ptry,I,sccm@cvnc.net,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:14:24,USER_00000001,2003-10-08 09:40:25,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JIB.ORG_00004JK0,0.0,0.0,0.0,0.0,20,ORG_00004JIB,ORG_00004J5D
ORG_00004JK1,0014157BKC,Chapel of Christ the King/KC,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:14:32,USER_00000001,2002-12-16 17:14:38,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JK1,0.0,0.0,0.0,0.0,21,ORG_00004J5D,ORG_00004J5D
ORG_00004JK2,0014P133BSK,Stanly Comm Christian Min/SK,I,sccm@cvnc.net,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:14:40,USER_00000001,2003-10-08 09:40:26,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JID.ORG_00004JK2,0.0,0.0,0.0,0.0,22,ORG_00004JID,ORG_00004J5D
ORG_00004JK3,0014160AP,Fallstown Baptist Church,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:14:47,USER_00000001,2002-12-16 17:14:49,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JK3,0.0,0.0,0.0,0.0,18,ORG_00004J5D,ORG_00004J5D
ORG_00004JK4,0014P133CSK,SCCM/Community Table II,I,sccn@cvnc.net,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:14:55,USER_00000001,2003-10-08 09:40:29,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JIF.ORG_00004JK4,0.0,0.0,0.0,0.0,24,ORG_00004JIF,ORG_00004J5D
ORG_00004JK5,0014162ASR,Redeemer-PALS,I,wearepals2@aol.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:15:06,USER_00000001,2002-11-07 13:02:31,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JK5,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JK6,0014P134AR,Salvation Army/Adult Rehab,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:15:14,USER_00000001,2002-08-16 18:06:33,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JIH.ORG_00004JK6,0.0,0.0,0.0,0.0,8,ORG_00004JIH,ORG_00004J5D
ORG_00004JK7,0014162BSR,Pritchard-PALS,I,wearepals2@aol.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:15:22,USER_00000001,2002-11-07 13:02:41,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JK7,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JK8,0014P136AP,Kings Mountain Baptist Assoc.,I,charlesr@carolina.rr.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:15:29,USER_00000001,2003-01-16 17:55:24,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JIJ.ORG_00004JK8,0.0,0.0,0.0,0.0,14,ORG_00004JIJ,ORG_00004J5D
ORG_00004JK9,0014162CSR,Bethel-PALS,I,wearepals2@aol.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:15:37,USER_00000001,2002-08-16 18:06:42,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JK9,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004JKA,0014P139AP,Baptist Sharing House,I,jmoore@cabarrusbaptist.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:15:45,USER_00000001,2002-08-16 18:06:34,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JIL.ORG_00004JKA,0.0,0.0,0.0,0.0,8,ORG_00004JIL,ORG_00004J5D
ORG_00004JKB,0014164AP,Meck. County Foster Parents,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:15:52,USER_00000001,2002-10-29 13:04:41,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JKB,0.0,0.0,0.0,0.0,18,ORG_00004J5D,ORG_00004J5D
ORG_00004JKC,0014P140AP,LNF/St. Andrews,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:16:00,USER_00000001,2002-08-16 18:06:34,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JIN.ORG_00004JKC,0.0,0.0,0.0,0.0,8,ORG_00004JIN,ORG_00004J5D
ORG_00004JKD,0014167AP,Thrift United Methodist Church,I,thriftumc@yahoo.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 18:16:08,USER_00000001,2003-01-16 18:00:47,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JKD,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JA1,0014038DIM,CAF/N. Tryon,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:17,USER_00000001,2002-10-09 14:53:29,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JA1,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JA2,0014P020AP,LNF/Holy Comforter,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:22,USER_00000001,2002-10-03 15:32:12,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004J8T.ORG_00004JA2,0.0,0.0,0.0,0.0,11,ORG_00004J8T,ORG_00004J5D
ORG_00004JA3,0014038EEIM,CAF/Savannah Woods,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:26,USER_00000001,2002-10-09 14:26:13,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JA3,0.0,0.0,0.0,0.0,12,ORG_00004J5D,ORG_00004J5D
ORG_00004JA4,0014P020BSK,Holy Comforter Episcopal/Home.,I,deaconcarter@worldnet.att.net,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:30,USER_00000001,2002-08-16 18:05:17,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004J8U.ORG_00004JA4,0.0,0.0,0.0,0.0,8,ORG_00004J8U,ORG_00004J5D
ORG_00004JA5,0014038EIM,CAF/Boulevard Homes,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:34,USER_00000001,2002-10-09 14:26:16,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JA5,0.0,0.0,0.0,0.0,12,ORG_00004J5D,ORG_00004J5D
ORG_00004JA6,0014P021AOSR,Summit House of Charlotte,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:39,USER_00000001,2003-01-16 17:05:15,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004J8V.ORG_00004JA6,0.0,0.0,0.0,0.0,14,ORG_00004J8V,ORG_00004J5D
ORG_00004JA7,0014038FFIM,CAF/Live Oaks,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:42,USER_00000001,2003-01-09 16:18:30,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JA7,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JA8,0014P023BM,Metrolina Native Amer. Assoc.,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:50,USER_00000001,2002-12-17 19:09:42,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004J90.ORG_00004JA8,0.0,0.0,0.0,0.0,11,ORG_00004J90,ORG_00004J5D
ORG_00004JA9,0014038GGIM,CAF/Strawn Apts.,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:54,USER_00000001,2003-01-09 16:18:39,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JA9,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JAA,0014P024AP,Shekinah Church,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:42:59,USER_00000001,2002-11-12 14:24:42,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004J91.ORG_00004JAA,0.0,0.0,0.0,0.0,18,ORG_00004J91,ORG_00004J5D
ORG_00004JAB,0014038GIM,CAF/Fairview Homes,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:43:02,USER_00000001,2003-01-09 16:18:31,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JAB,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JAC,0014P028BOSR,Youthnetwork/Transition House,I,cdunlap@youthnetworknc.org,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:43:07,USER_00000001,2003-01-16 17:10:45,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004J92.ORG_00004JAC,0.0,0.0,0.0,0.0,26,ORG_00004J92,ORG_00004J5D
ORG_00004JAD,0014038HHIM,CAF/Family Independence Proj.,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:43:11,USER_00000001,2003-01-09 16:18:33,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JAD,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JAE,0014P031AP,Jackson Park Ministries,I,njloo@yahoo.com,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:43:15,USER_00000001,2002-10-09 14:55:00,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004J93.ORG_00004JAE,0.0,0.0,0.0,0.0,11,ORG_00004J93,ORG_00004J5D
ORG_00004JAF,0014038HIM,CAF/Orchard Park,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:43:19,USER_00000001,2002-08-16 18:05:30,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JAF,0.0,0.0,0.0,0.0,9,ORG_00004J5D,ORG_00004J5D
ORG_00004JAG,0014P032ADC,Lifespan/Graham St.,I,mstogner@lifespanservices.org,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:43:24,USER_00000001,2002-12-17 18:39:51,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004J94.ORG_00004JAG,0.0,0.0,0.0,0.0,20,ORG_00004J94,ORG_00004J5D
ORG_00004JAH,0014038IIIM,CAF/Double Oaks North End,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:43:30,USER_00000001,2003-01-09 16:18:30,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JAH,0.0,0.0,0.0,0.0,15,ORG_00004J5D,ORG_00004J5D
ORG_00004JAI,0014P032BOSR,St. Marks/Bon Rae GH,I,Unknown,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,S,2002-08-13 17:43:34,USER_00000001,2002-08-16 18:05:20,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004J95.ORG_00004JAI,0.0,0.0,0.0,0.0,8,ORG_00004J95,ORG_00004J5D
