service_id,person_id,service_type,service_date,year,month,quarter,foodpounds,mealcount,food_pounds_per_person,data_source,benefit_amount,food_value,benefit_per_person,unified_service_id,service_location
39,9,Emergency Food,2024-01-23,2024,1,1,22.72186099864604,9.0,22.72186099864604,Choice,,56.80465249661509,,39,Community Resource Center
40,9,SNAP,2024-01-04,2024,1,1,17.811968428062396,5.0,17.811968428062396,Choice,,44.52992107015599,,40,SNAP Office Downtown
41,9,Nutrition Education,2024-03-06,2024,3,1,12.082108951444914,8.0,12.082108951444914,Choice,,30.205272378612285,,41,Health Department
42,10,Meal Service,2024-04-13,2024,4,2,12.28488534210667,4.0,1.7549836203009528,Choice,,30.712213355266677,,42,Senior Center
43,10,Emergency Food,2024-04-15,2024,4,2,24.48192121969315,2.0,3.4974173170990213,Choice,,61.20480304923287,,43,Community Resource Center
44,10,WIC,2024-03-02,2024,3,1,21.352976838055035,8.0,3.050425262579291,Choice,,53.38244209513759,,44,WIC Clinic East
45,10,Meal Service,2024-03-20,2024,3,1,41.86613961657855,5.0,5.98087708808265,Choice,,104.66534904144638,,45,Senior Center
46,10,WIC,2024-03-18,2024,3,1,27.751710071170745,8.0,3.964530010167249,Choice,,69.37927517792686,,46,WIC Clinic East
47,10,Food Pantry,2024-03-19,2024,3,1,18.35921611049985,1.0,2.622745158642836,Choice,,45.89804027624963,,47,Church Food Pantry
48,11,Food Pantry,2024-02-11,2024,2,1,27.429753991044,1.0,6.857438497761,Choice,,68.57438497761,,48,School District Pantry
49,11,Food Pantry,2024-02-10,2024,2,1,22.998818228945694,7.0,5.7497045572364245,Choice,,57.49704557236424,,49,School District Pantry
50,11,Meal Service,2024-02-16,2024,2,1,21.2844274401932,5.0,5.3211068600483005,Choice,,53.211068600483,,50,Shelter Dining
51,11,WIC,2024-01-20,2024,1,1,13.027601100627397,8.0,3.2569002751568488,Choice,,32.56900275156849,,51,WIC Clinic West
52,11,Food Pantry,2024-04-24,2024,4,2,22.597899205662053,7.0,5.649474801415513,Choice,,56.494748014155135,,52,School District Pantry
53,11,Nutrition Education,2024-03-10,2024,3,1,28.26159531892899,4.0,7.065398829732247,Choice,,70.65398829732247,,53,Library Branch
54,12,SNAP,2024-01-14,2024,1,1,20.125631662444945,6.0,20.125631662444945,Choice,,50.31407915611236,,54,SNAP Office Downtown
55,12,WIC,2024-04-22,2024,4,2,35.14116075354018,9.0,35.14116075354018,Choice,,87.85290188385045,,55,WIC Clinic Central
56,12,SNAP,2024-01-10,2024,1,1,15.20442626698149,9.0,15.20442626698149,Choice,,38.01106566745372,,56,SNAP Office Downtown
57,12,Food Pantry,2024-04-29,2024,4,2,32.528087695581725,4.0,32.528087695581725,Choice,,81.32021923895431,,57,Community Food Bank
58,12,Nutrition Education,2024-01-18,2024,1,1,32.30201075202364,8.0,32.30201075202364,Choice,,80.7550268800591,,58,Health Department
59,12,Food Pantry,2024-03-12,2024,3,1,15.878618866829708,9.0,15.878618866829708,Choice,,39.69654716707427,,59,Community Food Bank
60,12,WIC,2024-01-30,2024,1,1,11.864234062287082,3.0,11.864234062287082,Choice,,29.660585155717705,,60,WIC Clinic Central
61,12,Food Pantry,2024-04-05,2024,4,2,19.73553806454032,5.0,19.73553806454032,Choice,,49.3388451613508,,61,Community Food Bank
62,13,Meal Service,2024-04-27,2024,4,2,27.92291366750028,4.0,13.96145683375014,Choice,,69.8072841687507,,62,Senior Center
63,13,Emergency Food,2024-03-11,2024,3,1,32.24515491355231,10.0,16.122577456776156,Choice,,80.61288728388078,,63,Community Resource Center
64,13,Nutrition Education,2024-01-28,2024,1,1,0.0,5.0,0.0,Choice,,0.0,,64,Community Center
65,13,SNAP,2024-04-21,2024,4,2,18.154695861055377,6.0,9.077347930527688,Choice,,45.38673965263844,,65,SNAP Office North
66,13,Meal Service,2024-03-30,2024,3,1,32.12974839487114,8.0,16.06487419743557,Choice,,80.32437098717786,,66,Senior Center
67,13,Meal Service,2024-01-10,2024,1,1,8.340575132478257,5.0,4.1702875662391286,Choice,,20.851437831195643,,67,Senior Center
68,14,Meal Service,2024-04-22,2024,4,2,36.3468607088663,9.0,36.3468607088663,Choice,,90.86715177216576,,68,Shelter Dining
69,14,Nutrition Education,2024-04-01,2024,4,2,23.653276479956197,10.0,23.653276479956197,Choice,,59.13319119989048,,69,Library Branch
70,14,WIC,2024-01-03,2024,1,1,23.441912381512736,10.0,23.441912381512736,Choice,,58.60478095378184,,70,WIC Clinic West
71,14,Nutrition Education,2024-01-22,2024,1,1,25.021454047302544,10.0,25.021454047302544,Choice,,62.55363511825636,,71,Library Branch
72,15,WIC,2024-04-07,2024,4,2,28.67389998446415,7.0,14.336949992232077,Choice,,71.68474996116038,,72,WIC Clinic Central
73,15,WIC,2024-01-05,2024,1,1,27.91590440427252,7.0,13.95795220213626,Choice,,69.7897610106813,,73,WIC Clinic Central
74,15,Meal Service,2024-03-19,2024,3,1,24.97784018396111,8.0,12.488920091980557,Choice,,62.44460045990277,,74,Community Kitchen
1,1001,Food Bank,2024-03-15,2024,3,1,37.77428662560522,,37.77428662560522,AgencyExpress,296.08594840928544,94.43571656401303,59.217189681857086,75,Community Resource Center
2,1001,Senior Meals,2024-01-13,2024,1,1,16.91256936681733,,16.91256936681733,AgencyExpress,148.84839295526416,42.28142341704333,74.42419647763208,76,Community Resource Center
3,1001,Mobile Pantry,2024-03-13,2024,3,1,44.646209408389055,,44.646209408389055,AgencyExpress,283.28918261849515,111.61552352097264,141.64459130924757,77,Community Resource Center
4,1001,WIC,2024-04-25,2024,4,2,52.561964802495126,,52.561964802495126,AgencyExpress,282.80195876132296,131.40491200623782,47.13365979355383,78,WIC Clinic West
5,1001,SNAP,2024-04-28,2024,4,2,30.21059673532787,,30.21059673532787,AgencyExpress,201.7472342439214,75.52649183831967,201.7472342439214,79,SNAP Office South
6,1001,Mobile Pantry,2024-03-19,2024,3,1,48.646038453007584,,48.646038453007584,AgencyExpress,163.623206340408,121.61509613251896,23.374743762915426,80,Community Resource Center
7,1001,Backpack Program,2024-04-08,2024,4,2,55.51558579490951,,55.51558579490951,AgencyExpress,114.55189271563368,138.78896448727377,19.09198211927228,81,Community Resource Center
8,1001,WIC,2024-03-17,2024,3,1,45.72808509964266,,45.72808509964266,AgencyExpress,65.67204141459607,114.32021274910666,65.67204141459607,82,WIC Clinic West
9,1001,SNAP,2024-02-08,2024,2,1,50.27067685382604,,50.27067685382604,AgencyExpress,266.64940522911587,125.6766921345651,44.44156753818598,83,SNAP Office South
10,1002,Backpack Program,2024-02-04,2024,2,1,40.41490190918735,,40.41490190918735,AgencyExpress,152.9945139792038,101.03725477296838,76.4972569896019,84,Community Resource Center
11,1002,Food Bank,2024-01-28,2024,1,1,34.635937214470815,,34.635937214470815,AgencyExpress,210.01082957629228,86.58984303617704,70.0036098587641,85,Community Resource Center
12,1002,Mobile Pantry,2024-03-09,2024,3,1,22.14494728629279,,22.14494728629279,AgencyExpress,109.59911820561756,55.362368215731976,18.26651970093626,86,Community Resource Center
13,1002,Mobile Pantry,2024-03-19,2024,3,1,30.25193185247621,,30.25193185247621,AgencyExpress,145.47025585978946,75.62982963119053,20.781465122827065,87,Community Resource Center
14,1002,Mobile Pantry,2024-02-21,2024,2,1,44.96013187720224,,44.96013187720224,AgencyExpress,132.65012903785328,112.4003296930056,26.530025807570656,88,Community Resource Center
15,1002,Mobile Pantry,2024-02-27,2024,2,1,10.0,,10.0,AgencyExpress,173.66025420427218,25.0,57.88675140142406,89,Community Resource Center
16,1002,SNAP,2024-02-10,2024,2,1,35.09030597739432,,35.09030597739432,AgencyExpress,258.3436964618751,87.72576494348579,258.3436964618751,90,SNAP Office Downtown
17,1002,WIC,2024-01-30,2024,1,1,15.114671143239049,,15.114671143239049,AgencyExpress,208.6114015120036,37.78667785809762,34.76856691866727,91,WIC Clinic Central
18,1002,Backpack Program,2024-01-07,2024,1,1,17.278012800527105,,17.278012800527105,AgencyExpress,336.01615280592125,43.19503200131776,168.00807640296065,92,Community Resource Center
19,1002,Food Bank,2024-02-19,2024,2,1,39.68404193408804,,39.68404193408804,AgencyExpress,142.53892083356402,99.21010483522012,71.26946041678201,93,Community Resource Center
20,1002,SNAP,2024-03-04,2024,3,1,44.12303340093648,,44.12303340093648,AgencyExpress,260.77790509248666,110.3075835023412,130.38895254624333,94,SNAP Office Downtown
21,1003,Mobile Pantry,2024-03-21,2024,3,1,57.79528281875829,,57.79528281875829,AgencyExpress,86.50659138199893,144.48820704689572,43.253295690999465,95,Community Resource Center
22,1003,WIC,2024-04-19,2024,4,2,23.75001633680495,,23.75001633680495,AgencyExpress,260.34520114673256,59.375040842012375,130.17260057336628,96,WIC Clinic East
23,1003,WIC,2024-03-30,2024,3,1,38.980325673218616,,38.980325673218616,AgencyExpress,163.7281025670546,97.45081418304656,163.7281025670546,97,WIC Clinic East
24,1003,SNAP,2024-02-01,2024,2,1,53.56028110201014,,53.56028110201014,AgencyExpress,176.06334533690466,133.90070275502535,58.68778177896822,98,SNAP Office North
25,1003,WIC,2024-03-23,2024,3,1,17.890677098502465,,17.890677098502465,AgencyExpress,296.8294428815784,44.72669274625616,98.9431476271928,99,WIC Clinic East
26,1003,SNAP,2024-02-23,2024,2,1,42.82106009691772,,42.82106009691772,AgencyExpress,110.33433495106274,107.05265024229428,27.58358373776569,100,SNAP Office North
27,1003,Food Bank,2024-04-01,2024,4,2,34.88742015659743,,34.88742015659743,AgencyExpress,262.1249703468293,87.21855039149358,43.68749505780488,101,Community Resource Center
28,1003,WIC,2024-02-07,2024,2,1,32.995833309109926,,32.995833309109926,AgencyExpress,241.81225833496785,82.48958327277481,241.81225833496785,102,WIC Clinic East
29,1003,SNAP,2024-03-18,2024,3,1,35.26067701110334,,35.26067701110334,AgencyExpress,367.6856285119501,88.15169252775836,73.53712570239001,103,SNAP Office North
30,1003,WIC,2024-01-16,2024,1,1,14.15349201162878,,14.15349201162878,AgencyExpress,114.38931845469014,35.383730029071955,22.877863690938028,104,WIC Clinic East
31,1004,Senior Meals,2024-02-05,2024,2,1,46.676673405587344,,46.676673405587344,AgencyExpress,194.55457301218436,116.69168351396836,38.91091460243687,105,Community Resource Center
32,1004,SNAP,2024-01-13,2024,1,1,41.96075824129056,,41.96075824129056,AgencyExpress,244.57620638745763,104.9018956032264,244.57620638745763,106,SNAP Office South
33,1004,Senior Meals,2024-03-12,2024,3,1,38.76527773028933,,38.76527773028933,AgencyExpress,274.6676199315628,96.91319432572332,91.55587331052094,107,Community Resource Center
34,1004,WIC,2024-02-14,2024,2,1,16.48793886808824,,16.48793886808824,AgencyExpress,50.0,41.2198471702206,50.0,108,WIC Clinic West
35,1004,Senior Meals,2024-02-24,2024,2,1,37.403731681049,,37.403731681049,AgencyExpress,210.0478666101926,93.50932920262252,105.0239333050963,109,Community Resource Center
36,1004,Senior Meals,2024-04-26,2024,4,2,63.97194662612446,,63.97194662612446,AgencyExpress,389.3006702494638,159.92986656531116,55.61438146420911,110,Community Resource Center
37,1004,Mobile Pantry,2024-01-23,2024,1,1,60.2550985435938,,60.2550985435938,AgencyExpress,110.08025335132687,150.6377463589845,36.69341778377562,111,Community Resource Center
38,1005,Senior Meals,2024-01-19,2024,1,1,25.13852375930876,,25.13852375930876,AgencyExpress,108.06963207403685,62.8463093982719,15.438518867719548,112,Community Resource Center
39,1005,Senior Meals,2024-04-05,2024,4,2,62.220323138447725,,62.220323138447725,AgencyExpress,294.46642791815435,155.5508078461193,147.23321395907718,113,Community Resource Center
40,1005,Mobile Pantry,2024-02-16,2024,2,1,42.36155372824092,,42.36155372824092,AgencyExpress,223.4404335547028,105.9038843206023,31.92006193638612,114,Community Resource Center
41,1005,Senior Meals,2024-01-23,2024,1,1,10.60566978284279,,10.60566978284279,AgencyExpress,339.95325761910624,26.51417445710697,56.65887626985104,115,Community Resource Center
42,1005,WIC,2024-02-15,2024,2,1,66.25651848777034,,66.25651848777034,AgencyExpress,56.90510418035757,165.64129621942584,14.226276045089392,116,WIC Clinic Central
43,1005,Mobile Pantry,2024-02-02,2024,2,1,67.6308931221597,,67.6308931221597,AgencyExpress,251.3119436827021,169.07723280539926,41.88532394711701,117,Community Resource Center
44,1005,WIC,2024-04-19,2024,4,2,38.151246981808846,,38.151246981808846,AgencyExpress,155.80622556319213,95.37811745452213,31.161245112638422,118,WIC Clinic Central
45,1005,Senior Meals,2024-03-28,2024,3,1,73.11583969134655,,73.11583969134655,AgencyExpress,236.6548796722473,182.7895992283664,118.32743983612365,119,Community Resource Center
46,1005,WIC,2024-04-11,2024,4,2,21.519274486618244,,21.519274486618244,AgencyExpress,188.03249614321905,53.79818621654561,47.00812403580476,120,WIC Clinic Central
47,1005,Mobile Pantry,2024-01-13,2024,1,1,46.19808056509309,,46.19808056509309,AgencyExpress,227.95148739133265,115.49520141273274,32.564498198761804,121,Community Resource Center
48,1006,Senior Meals,2024-03-03,2024,3,1,49.09782780041586,,49.09782780041586,AgencyExpress,243.2352157822619,122.74456950103963,34.74788796889455,122,Community Resource Center
49,1006,Backpack Program,2024-02-12,2024,2,1,53.77723479503037,,53.77723479503037,AgencyExpress,115.33284297125051,134.44308698757592,23.066568594250107,123,Community Resource Center
50,1006,WIC,2024-04-23,2024,4,2,73.79868167893278,,73.79868167893278,AgencyExpress,57.19598338082119,184.49670419733195,14.298995845205296,124,WIC Clinic East
51,1006,Backpack Program,2024-04-09,2024,4,2,60.59028091885263,,60.59028091885263,AgencyExpress,253.81026724456447,151.47570229713156,36.25860960636636,125,Community Resource Center
52,1007,Backpack Program,2024-04-02,2024,4,2,48.78386285937047,,48.78386285937047,AgencyExpress,294.49698565291453,121.95965714842616,147.24849282645727,126,Community Resource Center
53,1007,Senior Meals,2024-02-03,2024,2,1,23.382692564723925,,23.382692564723925,AgencyExpress,278.8787553734608,58.45673141180981,139.43937768673038,127,Community Resource Center
54,1007,WIC,2024-03-22,2024,3,1,49.24223112238822,,49.24223112238822,AgencyExpress,254.342796899835,123.10557780597055,84.78093229994501,128,WIC Clinic West
55,1007,Backpack Program,2024-01-19,2024,1,1,43.85959399953803,,43.85959399953803,AgencyExpress,240.0073957195978,109.64898499884508,120.0036978597989,129,Community Resource Center
56,1008,WIC,2024-02-13,2024,2,1,25.982769476034434,,25.982769476034434,AgencyExpress,253.59627200894735,64.95692369008609,253.59627200894735,130,WIC Clinic Central
57,1008,Food Bank,2024-02-22,2024,2,1,38.07374930341474,,38.07374930341474,AgencyExpress,215.30687943448189,95.18437325853684,43.06137588689638,131,Community Resource Center
58,1008,Senior Meals,2024-04-17,2024,4,2,14.94260119630161,,14.94260119630161,AgencyExpress,240.05328677237205,37.35650299075402,120.02664338618602,132,Community Resource Center
59,1008,Mobile Pantry,2024-03-20,2024,3,1,16.48211968934705,,16.48211968934705,AgencyExpress,133.0980043019075,41.20529922336763,26.619600860381503,133,Community Resource Center
60,1009,SNAP,2024-04-15,2024,4,2,24.748287074750355,,24.748287074750355,AgencyExpress,82.66134439768368,61.870717686875885,20.66533609942092,134,SNAP Office North
61,1009,Food Bank,2024-01-18,2024,1,1,50.25958983372774,,50.25958983372774,AgencyExpress,312.95239827609845,125.64897458431936,52.15873304601641,135,Community Resource Center
62,1009,Mobile Pantry,2024-04-16,2024,4,2,19.82543814985555,,19.82543814985555,AgencyExpress,261.2724496818076,49.56359537463888,261.2724496818076,136,Community Resource Center
63,1009,WIC,2024-03-28,2024,3,1,57.08768780810883,,57.08768780810883,AgencyExpress,187.5409253902288,142.71921952027208,26.791560770032685,137,WIC Clinic East
64,1009,WIC,2024-04-03,2024,4,2,33.55498327427143,,33.55498327427143,AgencyExpress,211.9505606931776,83.88745818567857,70.65018689772587,138,WIC Clinic East
65,1009,Backpack Program,2024-01-16,2024,1,1,66.90544683602351,,66.90544683602351,AgencyExpress,100.28962887483404,167.26361709005877,50.14481443741703,139,Community Resource Center
66,1010,WIC,2024-02-16,2024,2,1,34.18751687864455,,34.18751687864455,AgencyExpress,161.859681289919,85.46879219661137,80.9298406449595,140,WIC Clinic West
67,1010,Senior Meals,2024-02-14,2024,2,1,38.81315151025967,,38.81315151025967,AgencyExpress,287.31137197369526,97.03287877564917,57.462274394739055,141,Community Resource Center
68,1010,Food Bank,2024-03-21,2024,3,1,43.76400682395029,,43.76400682395029,AgencyExpress,103.30446073872471,109.41001705987571,25.82611518468118,142,Community Resource Center
69,1010,SNAP,2024-02-22,2024,2,1,23.523081597006325,,23.523081597006325,AgencyExpress,172.86071367868166,58.80770399251581,86.43035683934083,143,SNAP Office South
70,1010,Senior Meals,2024-02-11,2024,2,1,36.56643865300028,,36.56643865300028,AgencyExpress,220.6220732073646,91.41609663250068,55.15551830184115,144,Community Resource Center
71,1010,SNAP,2024-01-07,2024,1,1,38.32043677784285,,38.32043677784285,AgencyExpress,166.80795372355857,95.80109194460712,41.70198843088964,145,SNAP Office South
72,1010,Food Bank,2024-01-10,2024,1,1,92.02493696085244,,92.02493696085244,AgencyExpress,228.46240169806612,230.0623424021311,32.63748595686659,146,Community Resource Center
73,1010,Food Bank,2024-01-10,2024,1,1,27.536173862298984,,27.536173862298984,AgencyExpress,155.07454450704256,68.84043465574746,38.76863612676064,147,Community Resource Center
74,1011,Mobile Pantry,2024-03-14,2024,3,1,44.31152436854866,,44.31152436854866,AgencyExpress,214.9440703403224,110.77881092137164,53.7360175850806,148,Community Resource Center
75,1011,WIC,2024-03-23,2024,3,1,51.42212545981022,,51.42212545981022,AgencyExpress,234.55383879183813,128.55531364952554,234.55383879183813,149,WIC Clinic Central
76,1011,SNAP,2024-03-16,2024,3,1,37.93631003204544,,37.93631003204544,AgencyExpress,259.40493959306394,94.8407750801136,37.05784851329485,150,SNAP Office Downtown
77,1011,Mobile Pantry,2024-01-14,2024,1,1,48.39639615181757,,48.39639615181757,AgencyExpress,250.74559684349063,120.99099037954392,62.686399210872665,151,Community Resource Center
78,1011,Senior Meals,2024-04-23,2024,4,2,32.19933834068699,,32.19933834068699,AgencyExpress,331.7450698387668,80.49834585171749,66.34901396775335,152,Community Resource Center
79,1012,Backpack Program,2024-04-12,2024,4,2,58.41974012353794,,58.41974012353794,AgencyExpress,298.0653270689256,146.04935030884485,99.3551090229752,153,Community Resource Center
80,1012,SNAP,2024-01-01,2024,1,1,63.96755256760368,,63.96755256760368,AgencyExpress,137.8040133055496,159.91888141900918,45.934671101849865,154,SNAP Office North
81,1012,Senior Meals,2024-01-10,2024,1,1,63.65300127069774,,63.65300127069774,AgencyExpress,330.9283447239109,159.13250317674436,110.30944824130364,155,Community Resource Center
82,1012,SNAP,2024-01-03,2024,1,1,55.86665482843868,,55.86665482843868,AgencyExpress,177.60442244860653,139.66663707109672,29.600737074767757,156,SNAP Office North
83,1013,Senior Meals,2024-04-03,2024,4,2,16.676789083274407,,16.676789083274407,AgencyExpress,173.54578287534036,41.691972708186015,86.77289143767018,157,Community Resource Center
84,1013,Senior Meals,2024-01-07,2024,1,1,45.13446875286754,,45.13446875286754,AgencyExpress,331.6286614467945,112.83617188216886,331.6286614467945,158,Community Resource Center
85,1013,Food Bank,2024-03-23,2024,3,1,64.06326449751069,,64.06326449751069,AgencyExpress,217.87553838573945,160.1581612437767,108.93776919286972,159,Community Resource Center
86,1013,Senior Meals,2024-02-07,2024,2,1,18.022529268743718,,18.022529268743718,AgencyExpress,232.51227193375905,45.05632317185928,33.21603884767986,160,Community Resource Center
87,1013,Senior Meals,2024-03-07,2024,3,1,38.03977055280406,,38.03977055280406,AgencyExpress,122.4610716760809,95.09942638201014,20.410178612680152,161,Community Resource Center
88,1014,Food Bank,2024-04-21,2024,4,2,18.75677913569003,,18.75677913569003,AgencyExpress,285.3869598748215,46.89194783922508,40.76956569640307,162,Community Resource Center
89,1014,WIC,2024-03-14,2024,3,1,34.70019537320911,,34.70019537320911,AgencyExpress,246.9162126453122,86.75048843302278,41.15270210755204,163,WIC Clinic Central
90,1014,WIC,2024-01-06,2024,1,1,39.156741320555646,,39.156741320555646,AgencyExpress,124.68133210937536,97.89185330138912,62.34066605468768,164,WIC Clinic Central
91,1014,WIC,2024-03-26,2024,3,1,44.54914938018636,,44.54914938018636,AgencyExpress,193.03909034140983,111.37287345046587,32.173181723568305,165,WIC Clinic Central
92,1014,WIC,2024-01-07,2024,1,1,39.872168546501385,,39.872168546501385,AgencyExpress,377.867982723176,99.68042136625346,94.466995680794,166,WIC Clinic Central
93,1014,Backpack Program,2024-04-10,2024,4,2,21.752370871524857,,21.752370871524857,AgencyExpress,84.10933518246028,54.38092717881214,14.018222530410048,167,Community Resource Center
94,1014,Food Bank,2024-01-20,2024,1,1,49.82932081915014,,49.82932081915014,AgencyExpress,234.46963534794148,124.57330204787536,33.49566219256307,168,Community Resource Center
95,1014,Food Bank,2024-03-17,2024,3,1,15.822748211167488,,15.822748211167488,AgencyExpress,222.0114279411396,39.55687052791872,74.0038093137132,169,Community Resource Center
96,1014,Senior Meals,2024-01-13,2024,1,1,60.79516806474517,,60.79516806474517,AgencyExpress,50.0,151.98792016186292,16.666666666666668,170,Community Resource Center
97,1014,Food Bank,2024-04-22,2024,4,2,48.58754768953845,,48.58754768953845,AgencyExpress,384.82135796835394,121.46886922384611,96.20533949208848,171,Community Resource Center
98,1014,Mobile Pantry,2024-03-25,2024,3,1,46.88517573381076,,46.88517573381076,AgencyExpress,168.4117027578218,117.21293933452692,28.068617126303632,172,Community Resource Center
99,1015,WIC,2024-04-14,2024,4,2,60.35258742286764,,60.35258742286764,AgencyExpress,89.28797421852293,150.88146855716911,12.75542488836042,173,WIC Clinic East
100,1015,Food Bank,2024-02-11,2024,2,1,63.32703637494948,,63.32703637494948,AgencyExpress,210.1267632013206,158.3175909373737,30.018109028760087,174,Community Resource Center
101,1015,WIC,2024-01-20,2024,1,1,34.2297175352603,,34.2297175352603,AgencyExpress,144.49201104440857,85.57429383815075,144.49201104440857,175,WIC Clinic East
102,1015,Mobile Pantry,2024-01-12,2024,1,1,49.904828614756376,,49.904828614756376,AgencyExpress,269.88165293624223,124.76207153689094,269.88165293624223,176,Community Resource Center
103,1015,Mobile Pantry,2024-02-07,2024,2,1,27.258275392642844,,27.258275392642844,AgencyExpress,188.8061958667759,68.14568848160711,47.20154896669398,177,Community Resource Center
104,1015,WIC,2024-02-01,2024,2,1,10.0,,10.0,AgencyExpress,280.7237712757652,25.0,93.57459042525508,178,WIC Clinic East
