emp_count_vid,group_size,modified_time,years_in_business,created_time,oca,entity_name,group_separator,source_database,created_by,industry_val_num,decimal_char,annual_rev_vid,sys_flags,parent_org_id,source_table,currency,float_pattern,master_org_id,currency_pattern,modified_by,language,country,path,printable_name,org_id,status_flag,org_type
0.0,3,2003-05-27 16:12:03,0.0,2003-05-27 15:57:39,2,East Syracuse,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KKA,Food Bank of Central New York,ORG_00004KKA,I,S
0.0,3,2006-01-09 17:31:28,0.0,2003-05-27 15:59:06,3,Waterloo,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KKB,Northeast Iowa Food Bank,ORG_00004KKB,A,S
0.0,3,2007-06-19 21:37:03,0.0,2003-05-27 16:01:22,4,SanAntonio,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004SE9,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KKC,San Antonio Food Bank,ORG_00004KKC,A,S
0.0,3,2006-01-05 00:07:21,0.0,2003-05-27 19:13:22,3,EastSyracuse,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KKD,Food Bank of Central New York,ORG_00004KKD,A,S
0.0,3,2003-05-27 20:56:15,0.0,2003-05-27 20:54:48,1,DoverPlant,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004K1T,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KKE,Dover Plant,ORG_00004KKE,A,S
0.0,3,2003-05-27 21:01:09,0.0,2003-05-27 21:00:32,1,ChattanoogaPlant,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004K1T,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KKG,Chattanooga Plant,ORG_00004KKG,A,S
0.0,3,2003-05-28 10:40:49,0.0,2003-05-28 10:40:08,1,LittleChute,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004K1T,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KND,Little Chute,ORG_00004KND,A,S
0.0,3,2005-03-14 16:17:59,0.0,2003-05-28 15:43:52,5,KraftPizza,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFH,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004NRH,en,US,ORG_00000001.ORG_00004IFH.ORG_00004KNE,Kraft Pizza,ORG_00004KNE,I,S
0.0,3,2005-03-14 16:17:47,0.0,2003-05-28 15:49:45,3,LittleChutePizza,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004KNE,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004NRH,en,US,ORG_00000001.ORG_00004IFH.ORG_00004KNE.ORG_00004KNF,Little Chute Pizza,ORG_00004KNF,A,S
0.0,3,2003-05-28 20:39:33,0.0,2003-05-28 20:38:51,1,Jonesboro,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KNG,Jonesboro Plant,ORG_00004KNG,A,S
0.0,3,2003-05-28 20:44:37,0.0,2003-05-28 20:43:40,1,BattleCreek,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KNH,Battle Creek,ORG_00004KNH,A,S
0.0,3,2006-01-04 22:36:17,0.0,2003-05-29 20:38:47,4,BattleCreekZC,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KNI,South Central Michigan Cluster,ORG_00004KNI,A,S
0.0,3,2006-01-05 00:47:00,0.0,2003-05-29 20:41:24,3,HillsideZD,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KNJ,Hillside Decentralized Cluster,ORG_00004KNJ,A,S
0.0,3,2007-06-19 21:39:12,0.0,2003-05-29 20:44:48,5,SaltLakeCity,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004SE9,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KNK,Salt Lake City - Utah Food Bank,ORG_00004KNK,A,S
0.0,3,2007-10-09 21:36:29,0.0,2003-05-29 20:48:58,13,Houston,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004SE9,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KNL,Houston,ORG_00004KNL,A,S
0.0,3,2003-05-29 21:14:02,0.0,2003-05-29 21:04:59,1,UDI,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KNM,UDI Plant,ORG_00004KNM,A,S
0.0,3,2003-05-29 21:10:29,0.0,2003-05-29 21:05:31,1,SouthEdmeston,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KNN,South Edmeston,ORG_00004KNN,A,S
0.0,3,2003-05-29 21:12:22,0.0,2003-05-29 21:06:14,1,Weyauwega,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KNO,Weyauwega - Churny CO,ORG_00004KNO,A,S
0.0,3,2006-01-05 00:46:02,0.0,2003-05-30 13:11:03,3,Hillside,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KQH,Hillside,ORG_00004KQH,A,S
0.0,3,2003-06-11 17:25:13,0.0,2003-06-11 17:04:49,1,ConAgraGrocery,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFH,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004KTL,ConAgra Grocery,ORG_00004KTL,A,S
0.0,3,2006-01-05 01:01:37,0.0,2003-03-20 18:30:49,3,LansingZC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JRB,Unknown,ORG_00004JRB,I,S
0.0,3,2006-01-09 16:54:33,0.0,2003-03-20 18:32:11,3,SanJoseZC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JRC,Unknown,ORG_00004JRC,A,S
0.0,3,2006-01-05 23:59:43,0.0,2003-03-20 18:49:09,3,PhoenixZD,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JRD,Unknown,ORG_00004JRD,A,S
0.0,3,2003-04-02 15:33:24,0.0,2003-04-02 15:25:12,5,OliveGarden,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFH,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004JUD,Olive Garden,ORG_00004JUD,I,S
0.0,3,2006-01-09 16:52:25,0.0,2003-04-03 16:51:03,3,SanFranciscoZC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUE,Unknown,ORG_00004JUE,A,S
0.0,3,2006-01-09 17:15:00,0.0,2003-04-03 16:51:42,3,StLouis,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUF,Unknown,ORG_00004JUF,A,S
0.0,3,2006-01-09 16:59:06,0.0,2003-04-03 17:04:03,3,Seattle,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUG,Unknown,ORG_00004JUG,A,S
0.0,3,2006-01-05 00:01:08,0.0,2003-04-03 17:04:42,3,Denver,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUH,Unknown,ORG_00004JUH,A,S
0.0,3,2006-01-04 22:29:53,0.0,2003-04-03 17:10:26,3,Baltimore,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUI,Unknown,ORG_00004JUI,A,S
0.0,3,2006-01-09 17:08:16,0.0,2003-04-03 21:14:19,3,SpokaneZD,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUJ,Unknown,ORG_00004JUJ,I,S
0.0,3,2007-06-19 17:27:56,0.0,2003-04-03 21:14:42,4,Spokane,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004SE9,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUK,Unknown,ORG_00004JUK,A,S
0.0,3,2006-01-05 23:47:58,0.0,2003-04-03 21:15:00,3,OmahaZD,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUL,Unknown,ORG_00004JUL,A,S
0.0,3,2006-01-05 23:46:57,0.0,2003-04-03 21:15:30,3,Omaha,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUM,Unknown,ORG_00004JUM,A,S
0.0,3,2006-01-06 00:09:19,0.0,2003-04-03 21:16:10,3,Reading,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUN,Unknown,ORG_00004JUN,A,S
0.0,3,2006-01-09 17:24:46,0.0,2003-04-03 21:16:33,3,Tyler,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUO,Unknown,ORG_00004JUO,A,S
0.0,3,2006-01-06 00:06:46,0.0,2003-04-03 21:17:02,3,Raleigh,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004JUP,Unknown,ORG_00004JUP,A,S
0.0,3,2003-04-10 02:32:20,0.0,2003-04-09 20:58:22,3,Kellogg,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFH,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004K1T,en,US,ORG_00000001.ORG_00004IFH.ORG_00004K1H,Kellogg,ORG_00004K1H,A,S
0.0,3,2003-04-09 21:52:44,0.0,2003-04-09 21:22:11,3,Barilla,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFH,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004K1T,en,US,ORG_00000001.ORG_00004IFH.ORG_00004K1I,Barilla,ORG_00004K1I,A,S
0.0,3,2003-04-16 21:06:44,0.0,2003-04-11 21:38:10,1,TestLocation1,",",choice,USER_00004J2D,0.0,.,0.0,0,ORG_00004J5E,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004ILP.ORG_00004J5E.ORG_00004K4L,Unknown,ORG_00004K4L,A,S
0.0,3,2003-04-14 20:58:16,0.0,2003-04-14 20:36:42,1,BethlehemDC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004K4M,Bethlehem Mixing Center,ORG_00004K4M,A,S
0.0,3,2003-04-14 21:02:40,0.0,2003-04-14 20:40:53,1,ColumbusDC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004K4N,Columbus Mixing Center,ORG_00004K4N,A,S
0.0,3,2003-04-14 21:21:31,0.0,2003-04-14 20:41:33,1,NorcrossDC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004K4V,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004K4O,Norcross Mixing Center,ORG_00004K4O,A,S
0.0,3,2003-04-14 20:59:48,0.0,2003-04-14 20:42:10,1,GarlandDC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004K4P,Garland Mixing Center,ORG_00004K4P,A,S
0.0,3,2003-04-15 20:23:55,0.0,2003-04-15 20:13:38,1,StocktonDC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004K4Q,Stockton Warehouse,ORG_00004K4Q,A,S
0.0,3,2003-04-15 20:21:06,0.0,2003-04-15 20:14:12,3,NorthlakeDC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004K4R,Northlake Warehouse,ORG_00004K4R,A,S
0.0,3,2003-04-15 20:27:57,0.0,2003-04-15 20:17:35,1,OntarioDC,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004K4S,Ontario Warehouse,ORG_00004K4S,A,S
0.0,3,2003-04-17 21:10:25,0.0,2003-04-16 20:04:12,1,FtWorthRef,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004K4T,Unknown,ORG_00004K4T,A,S
0.0,3,2003-04-16 20:21:14,0.0,2003-04-16 20:10:44,3,TestDonor1,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFH,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004K4U,Unknown,ORG_00004K4U,A,S
0.0,3,2003-04-16 20:15:54,0.0,2003-04-16 20:12:41,1,TestLocation2,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004K4U,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004K4U.ORG_00004K4V,Unknown,ORG_00004K4V,A,S
0.0,3,2003-04-16 20:19:42,0.0,2003-04-16 20:16:53,1,TestLocation3,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004K4U,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004K4U.ORG_00004K50,Unknown,ORG_00004K50,A,S
0.0,3,2003-04-17 21:14:16,0.0,2003-04-17 21:12:32,1,AuroraDry,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004K7P,Unknown,ORG_00004K7P,A,S
0.0,3,2003-04-22 12:52:16,0.0,2003-04-21 17:14:55,5,testdonor2,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFH,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004K1T,en,US,ORG_00000001.ORG_00004IFH.ORG_00004KAT,testdonor2,ORG_00004KAT,A,S
0.0,3,2008-12-01 15:13:44,0.0,2003-04-22 02:16:41,4,Gassaway,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004SE9,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KAU,Gassaway,ORG_00004KAU,A,S
0.0,3,2006-01-09 17:30:37,0.0,2003-04-22 02:24:27,3,Washington,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KAV,Washington,ORG_00004KAV,A,S
0.0,3,2006-01-09 17:20:37,0.0,2003-04-22 02:28:43,7,Theodore,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KB0,Theodore,ORG_00004KB0,A,S
0.0,3,2003-04-22 13:28:46,0.0,2003-04-22 12:53:47,3,TestDonor3,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFH,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004K1T,en,US,ORG_00000001.ORG_00004IFH.ORG_00004KB1,TestDonor3,ORG_00004KB1,A,S
0.0,3,2003-04-22 13:33:03,0.0,2003-04-22 13:23:34,3,TestDonor4,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFH,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004K1T,en,US,ORG_00000001.ORG_00004IFH.ORG_00004KB2,TestDonor4,ORG_00004KB2,A,S
0.0,3,2006-01-05 23:31:01,0.0,2003-04-22 14:20:48,3,Newark,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KB3,Newark,ORG_00004KB3,A,S
0.0,3,2006-01-05 23:31:56,0.0,2003-04-22 14:26:47,4,NewarkZD,",",choice,USER_00004K1T,0.0,.,0.0,0,ORG_00004IFI,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFI,"*###,##0.00",USER_00004Q9N,en,US,ORG_00000001.ORG_00004IFI.ORG_00004KB4,NewarkZD,ORG_00004KB4,I,S
0.0,3,2003-04-22 15:27:19,0.0,2003-04-22 15:19:00,1,FtWorthDry,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KB5,Fort Worth Dry,ORG_00004KB5,A,S
0.0,3,2003-04-22 15:26:13,0.0,2003-04-22 15:19:42,1,Davenport,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KB6,Unknown,ORG_00004KB6,A,S
0.0,3,2003-04-22 15:26:37,0.0,2003-04-22 15:20:09,1,Farmdale,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KB7,Unknown,ORG_00004KB7,A,S
0.0,3,2003-04-22 15:29:50,0.0,2003-04-22 15:20:41,1,MemphisHQ,",",choice,USER_00004IV5,0.0,.,0.0,0,ORG_00004IFK,choice_RW_ORG,USD,"###,##0.###",ORG_00004IFH,"*###,##0.00",USER_00004IV5,en,US,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KB8,Unknown,ORG_00004KB8,A,S
